,Date,Name,Fare
3297,20-Mar-14,Sue Ann Reed,770
3298,2-Aug-14,Heather Kirkland,55
3299,1-May-14,Ann Steele,32
3300,18-Nov-14,Joy Bell-,328
3301,28-Mar-14,Brendan Dodson,169
3302,22-Jun-14,Eugene Hildebrand,536
3303,26-Nov-14,Henia Zydlo,724
3304,4-Jul-14,Yana Sorensen,10
3305,12-Sep-14,Daniel Byrd,185
3306,22-Feb-14,Dave Kipp,48
3307,7-Mar-14,Sally Hughsby,68
3308,11-Apr-14,Russell D'Ascenzo,106
3309,20-Oct-14,Harry Marie,457
3310,25-Apr-14,Art Ferguson,83
3311,7-Nov-14,Chuck Clark,40
3312,24-Jul-14,Nathan Mautz,14
3313,26-Apr-14,Speros Goranitis,108
3314,20-Oct-14,Michael Paige,89
3315,24-Oct-14,Adam Hart,1170
3316,31-May-14,Bruce Degenhardt,254
3317,26-Jul-14,Dorothy Dickinson,3
3318,1-Jul-14,Darrin Van Huff,20
3319,1-Aug-14,Eugene Hildebrand,41
3320,26-Feb-14,Michelle Huthwaite,2
3321,17-Jan-14,Jack O'Briant,428
3322,20-Oct-14,Joy Smith,40
3323,4-Nov-14,Julie Creighton,12
3324,29-Aug-14,Kristina Nunn,1278
3325,3-Oct-14,Roland Fjeld,276
3326,15-Oct-14,Anthony Garverick,41
3327,1-Aug-14,Greg Matthias,286
3328,31-Dec-14,Chuck Clark,209
3329,20-Nov-14,Mick Crebagga,324
3330,4-Feb-14,Shahid Collister,119
3331,4-Jun-14,Heather Kirkland,35
3332,9-Sep-14,Alex Russell,85
3333,11-Sep-14,Alex Russell,15
3334,13-Oct-14,Neil Knudson,103
3335,30-Mar-14,Roger Demir,81
3336,31-Mar-14,Alan Barnes,94
3337,18-Jul-14,Alejandro Ballentine,480
3338,30-Sep-14,Fred Hopkins,8
3339,30-Apr-14,Kean Thornton,5
3340,16-Apr-14,Shahid Hopkins,5
3341,6-Jun-14,Adrian Barton,470
3342,6-Dec-14,Naresj Patel,93
3343,16-Jun-14,Joe Elijah,776
3344,18-Sep-14,Gary Zandusky,514
3345,22-Aug-14,Greg Tran,88
3346,22-Jan-14,Mick Hernandez,1240
3347,16-Sep-14,Christopher Schild,301
3348,15-Apr-14,Harry Marie,74
3349,23-Oct-14,Tom Ashbrook,13716
3350,4-Apr-14,Sue Ann Reed,7
3351,31-Oct-14,Michelle Moray,103
3352,15-Jan-14,Brosina Hoffman,175
3353,2-Dec-14,Ralph Arnett,117
3354,25-Feb-14,Erin Smith,1444
3355,23-Jan-14,Alan Dominguez,4189
3356,11-Jul-14,Frank Gastineau,298
3357,4-Feb-14,Ross DeVincentis,512
3358,29-Dec-14,Erica Hernandez,65
3359,4-Mar-14,Richard Eichhorn,27
3360,12-Jul-14,Natalie Webber,30
3361,3-Jun-14,Alejandro Ballentine,30
3362,1-Sep-14,Michael Granlund,6
3363,12-Sep-14,Shahid Shariari,210
3364,3-Nov-14,Thea Hudgings,892
3365,20-May-14,Neil Ducich,26
3366,28-Oct-14,Sally Hughsby,24
3367,24-Dec-14,Filia McAdams,182
3368,2-Sep-14,Rick Wilson,598
3369,3-Feb-14,Bill Overfelt,482
3370,20-Dec-14,Michael Moore,37
3371,18-Nov-14,Victoria Wilson,1248
3372,25-Nov-14,Roland Schwarz,407
3373,6-Aug-14,Patrick O'Donnell,339
3374,30-Sep-14,Joseph Airdo,75
3375,14-Aug-14,Dan Campbell,2383
3376,11-Sep-14,Frank Hawley,370
3377,8-Oct-14,Joe Kamberova,4
3378,27-Aug-14,Steve Carroll,72
3379,11-Jul-14,Becky Pak,19
3380,4-Dec-14,Natalie DeCherney,48
3381,25-Dec-14,James Lanier,851
3382,5-May-14,Mike Kennedy,630
3383,8-Sep-14,Dario Medina,82
3384,8-Sep-14,Trudy Glocke,249
3385,22-Apr-14,Janet Martin,909
3386,20-Jun-14,Katharine Harms,921
3387,18-Apr-14,Pamela Stobb,563
3388,26-Nov-14,Sam Zeldin,502
3389,24-Aug-14,Patrick O'Brill,4590
3390,2-Apr-14,George Bell,128
3391,17-Mar-14,Ken Dana,541
3392,15-May-14,Ken Black,505
3393,2-Oct-14,Neola Schneider,414
3394,17-Jun-14,Joel Eaton,741
3395,27-Sep-14,Sanjit Jacobs,419
3396,18-Mar-14,Clay Ludtke,17
3397,12-Dec-14,Katherine Nockton,129
3398,26-Apr-14,Larry Hughes,9
3399,29-Dec-14,Harry Marie,7
3400,10-Dec-14,Herbert Flentye,44
3401,31-Mar-14,Maria Etezadi,60
3402,28-Aug-14,Ben Peterman,1133
3403,16-Sep-14,Brenda Bowman,32
3404,23-May-14,Vicky Freymann,13
3405,23-Oct-14,Helen Abelman,582
3406,25-Sep-14,Neil Knudson,38
3407,23-Oct-14,Brian DeCherney,582
3408,15-Sep-14,Craig Yedwab,896
3409,18-Dec-14,Giulietta Baptist,544
3410,6-Dec-14,Rob Beeghly,200
3411,13-Nov-14,Nathan Gelder,779
3412,13-Oct-14,Natalie Fritzler,673
3413,27-Nov-14,Guy Thornton,34
3414,30-Dec-14,Bruce Stewart,88
3415,17-Sep-14,Craig Yedwab,18
3416,28-Oct-14,Jack O'Briant,653
3417,30-Jul-14,Laura Armstrong,128
3418,4-Nov-14,Justin MacKendrick,16
3419,29-Jul-14,Matt Hagelstein,1171
3420,12-Apr-14,Henry MacAllister,23
3421,11-Mar-14,Emily Burns,54
3422,19-Sep-14,Dan Campbell,57
3423,23-Aug-14,Tony Molinari,210
3424,4-Apr-14,Katherine Hughes,25
3425,6-Dec-14,Alan Barnes,40
3426,15-Apr-14,Christine Sundaresam,253
3427,20-Nov-14,Nathan Cano,1729
3428,6-Feb-14,Cassandra Brandow,251
3429,29-Nov-14,Emily Phan,63
3430,25-Nov-14,Shaun Chance,320
3431,20-Oct-14,Hilary Holden,95
3432,18-Jun-14,Luke Schmidt,24
3433,2-Sep-14,Bradley Nguyen,115
3434,1-Nov-14,Adrian Hane,5
3435,30-Jan-14,Rob Dowd,5
3436,1-Jul-14,Ralph Arnett,271
3437,6-Oct-14,Greg Guthrie,753
3438,12-Feb-14,Cari Sayre,1052
3439,22-Jan-14,Darrin Sayre,654
3440,10-Jul-14,John Huston,229
3441,4-May-14,Darren Budd,833
3442,28-Nov-14,Doug Bickford,52
3443,4-May-14,Bill Overfelt,505
3444,26-Apr-14,Parhena Norris,110
3445,17-Oct-14,Maribeth Yedwab,547
3446,22-Sep-14,Muhammed Lee,152
3447,11-Mar-14,Maribeth Dona,933
3448,20-Aug-14,Jennifer Braxton,388
3449,8-Nov-14,Pete Kriz,101
3450,16-Sep-14,Dave Brooks,324
3451,10-Oct-14,Cathy Prescott,46
3452,9-Sep-14,Eudokia Martin,65
3453,24-Sep-14,Don Weiss,158
3454,27-Aug-14,Heather Jas,54
3455,1-Sep-14,Maxwell Schwartz,194
3456,18-Feb-14,Gary Hansen,178
3457,9-Jun-14,Tiffany House,490
3458,5-Aug-14,Harry Marie,17
3459,21-Jun-14,Jeremy Ellison,201
3460,25-Jun-14,Sonia Cooley,103
3461,14-Oct-14,Andrew Gjertsen,114
3462,1-Sep-14,Ashley Jarboe,639
3463,28-Jul-14,Dennis Kane,298
3464,5-May-14,Muhammed Yedwab,12
3465,22-Sep-14,Doug Bickford,56
3466,5-Jun-14,Erica Hernandez,118
3467,18-Aug-14,Emily Ducich,144
3468,28-Nov-14,Doug O'Connell,58
3469,2-Aug-14,Larry Hughes,272
3470,9-Jul-14,Sam Zeldin,146
3471,27-Jun-14,Tracy Hopkins,564
3472,1-Apr-14,Jim Epp,3099
3473,19-Sep-14,Barry Franz?sisch,23
3474,18-Dec-14,Logan Currie,28
3475,7-May-14,Trudy Schmidt,153
3476,28-Aug-14,Dana Kaydos,5
3477,14-Nov-14,Erin Mull,11
3478,15-May-14,Eva Jacobs,49
3479,26-Jun-14,Max Ludwig,88
3480,24-Jul-14,Tracy Blumstein,74
3481,12-May-14,Liz Pelletier,101
3482,9-May-14,Penelope Sewall,3360
3483,12-Jun-14,Zuschuss Carroll,5
3484,25-Sep-14,Paul Prost,400
3485,28-May-14,Roy Phan,130
3486,17-Sep-14,Adam Bellavance,21
3487,26-Dec-14,Guy Armstrong,160
3488,8-Dec-14,David Smith,19
3489,9-Jul-14,Tamara Dahlen,45
3490,28-Dec-14,Dan Reichenbach,178
3491,16-Sep-14,Gene McClure,12
3492,19-Sep-14,Tamara Manning,16
3493,2-Apr-14,Barry Franz?sisch,269
3494,12-Jun-14,Tom Boeckenhauer,719
3495,4-Oct-14,Hunter Lopez,23
3496,16-Apr-14,Noel Staavos,79
3497,27-Jan-14,Carol Adams,23
3498,26-Jun-14,Fred McMath,148
3499,10-May-14,Matt Connell,272
3500,20-Feb-14,Emily Ducich,58
3501,18-Apr-14,Sharelle Roach,2613
3502,28-Oct-14,Tamara Willingham,45
3503,13-Nov-14,Eugene Moren,972
3504,13-Nov-14,Ed Braxton,16
3505,2-Aug-14,Annie Thurman,96
3506,11-Apr-14,Bruce Stewart,232
3507,14-Apr-14,Yana Sorensen,437
3508,29-Dec-14,Christopher Schild,28
3509,16-Jun-14,Stuart Calhoun,4
3510,10-Apr-14,Bryan Spruell,761
3511,27-Nov-14,Lynn Smith,164
3512,14-Dec-14,Bart Pistole,288
3513,4-Nov-14,Bruce Geld,486
3514,8-Dec-14,Brosina Hoffman,373
3515,24-Mar-14,Anna Chung,144
3516,28-Apr-14,Cynthia Voltz,253
3517,23-Apr-14,Gary McGarr,18
3518,2-Dec-14,Joseph Holt,376
3519,14-Oct-14,Jane Waco,5326
3520,21-Feb-14,Katherine Murray,883
3521,23-Sep-14,Shaun Chance,40
3522,24-Feb-14,Ann Chong,80
3523,16-Dec-14,Saphhira Shifley,10
3524,27-Dec-14,Karen Bern,16
3525,17-Nov-14,Mitch Willingham,1920
3526,25-Jun-14,George Ashbrook,449
3527,14-Jul-14,Mark Hamilton,131
3528,17-Sep-14,Adam Shillingsburg,684
3529,17-Apr-14,Roy Franz?sisch,14
3530,24-Mar-14,Mary Zewe,348
3531,29-Dec-14,Greg Hansen,106
3532,7-Aug-14,Todd Boyes,115
3533,12-Jul-14,Tom Stivers,102
3534,24-Apr-14,Jay Fein,183
3535,8-Mar-14,Michael Granlund,49
3536,17-Jun-14,Claudia Bergmann,14
3537,4-Dec-14,Toby Carlisle,166
3538,28-May-14,Duane Noonan,477
3539,11-Jun-14,George Zrebassa,15
3540,17-Nov-14,Scott Williamson,811
3541,30-Jun-14,Carol Triggs,313
3542,8-Dec-14,Frank Preis,374
3543,15-Nov-14,Pauline Webber,96
3544,21-Aug-14,Eleni McCrary,40
3545,1-Dec-14,Bart Pistole,96
3546,3-Oct-14,Chad McGuire,387
3547,7-Oct-14,Ashley Jarboe,9
3548,17-Dec-14,Andy Yotov,222
3549,30-Jun-14,Max Engle,739
3550,22-Dec-14,Rick Bensley,16
3551,17-Dec-14,Kalyca Meade,420
3552,18-Sep-14,Tom Prescott,13
3553,10-Sep-14,Liz Carlisle,298
3554,25-Nov-14,Beth Paige,435
3555,5-Sep-14,Cynthia Voltz,12
3556,3-Sep-14,Bill Eplett,3481
3557,11-Nov-14,Maria Etezadi,241
3558,29-Apr-14,Janet Lee,752
3559,14-May-14,Mick Hernandez,458
3560,1-May-14,Don Jones,96
3561,30-Sep-14,Joe Kamberova,97
3562,30-Jun-14,William Brown,1101
3563,12-Feb-14,Magdelene Morse,148
3564,18-Nov-14,Xylona Preis,51
3565,17-Jan-14,Andy Reiter,5803
3566,27-Jun-14,Nora Preis,432
3567,22-Dec-14,Yana Sorensen,1000
3568,24-Sep-14,Kristina Nunn,14
3569,9-Jul-14,Vicky Freymann,134
3570,16-Aug-14,James Galang,98
3571,15-Nov-14,Clytie Kelty,124
3572,2-Dec-14,Maribeth Yedwab,10
3573,15-Jan-14,Rob Beeghly,30
3574,20-Jun-14,George Ashbrook,75
3575,20-May-14,Shahid Collister,2362
3576,24-Jan-14,Chris Selesnick,138
3577,10-Dec-14,Damala Kotsonis,927
3578,30-Jan-14,Vivek Gonzalez,137
3579,12-Aug-14,Sylvia Foulston,205
3580,29-Oct-14,Janet Martin,273
3581,10-Dec-14,Nick Crebassa,432
3582,28-Mar-14,Alejandro Grove,15
3583,4-Jul-14,Rob Dowd,88
3584,10-Sep-14,Grace Kelly,10
3585,14-Sep-14,Speros Goranitis,16
3586,20-Sep-14,Erin Smith,96
3587,31-Oct-14,Jane Waco,10
3588,25-Aug-14,Darrin Martin,657
3589,5-Dec-14,Darrin Van Huff,189
3590,20-Sep-14,Julie Prescott,35
3591,16-Sep-14,Dean percer,99
3592,24-Oct-14,Julie Creighton,143
3593,18-Jul-14,Shaun Weien,8
3594,4-Jul-14,Christina Anderson,546
3595,29-May-14,Patrick O'Donnell,302
3596,24-Mar-14,Raymond Buch,14052
3597,30-Sep-14,Patrick Gardner,304
3598,7-May-14,Max Ludwig,415
3599,12-May-14,Julie Kriz,95
3600,5-Sep-14,Helen Wasserman,850
3601,9-Jul-14,Harold Engle,470
3602,11-Mar-14,Candace McMahon,112
3603,19-Sep-14,Pete Armstrong,115
3604,20-Mar-14,George Zrebassa,381
3605,5-Apr-14,Tom Ashbrook,7
3606,19-Dec-14,Russell Applegate,286
3607,24-Dec-14,Darren Koutras,303
3608,13-Sep-14,Bart Folk,226
3609,3-Jun-14,Denny Ordway,69
3610,4-Aug-14,Adrian Barton,40
3611,22-Apr-14,Katherine Nockton,69
3612,20-Jun-14,Allen Rosenblatt,201
3613,4-Jun-14,Nick Radford,1112
3614,18-Mar-14,Denny Blanton,497
3615,11-Jun-14,Michelle Tran,824
3616,31-Jul-14,Jay Fein,90
3617,3-Oct-14,Juliana Krohn,375
3618,11-Nov-14,Gary Hwang,112
3619,10-Dec-14,Daniel Byrd,148
3620,3-Nov-14,Anthony Rawles,385
3621,27-Nov-14,Tonja Turnell,3084
3622,17-Sep-14,Craig Leslie,18
3623,12-Jun-14,Zuschuss Donatelli,61
3624,29-May-14,Lori Olson,247
3625,6-Jun-14,Noel Staavos,21
3626,14-Apr-14,Dave Poirier,8
3627,25-Oct-14,Patrick O'Brill,517
3628,18-Nov-14,Emily Grady,240
3629,8-May-14,Rick Wilson,2050
3630,4-Aug-14,Scot Coram,16
3631,22-Jan-14,Bobby Elias,269
3632,4-Oct-14,Amy Cox,1794
3633,10-Oct-14,Harry Greene,364
3634,5-Sep-14,Ralph Arnett,711
3635,20-Jun-14,Frank Olsen,165
3636,25-Sep-14,Karen Bern,1332
3637,1-Dec-14,Shahid Collister,2166
3638,22-Oct-14,Jennifer Braxton,61
3639,5-Mar-14,Darren Powers,90
3640,18-Sep-14,Shahid Collister,90
3641,8-Dec-14,Tracy Collins,50
3642,18-Jul-14,Anthony Johnson,1295
3643,25-Sep-14,Philip Brown,200
3644,31-May-14,Kean Thornton,205
3645,15-Nov-14,Toby Carlisle,22
3646,31-Oct-14,Jim Karlsson,912
3647,4-Nov-14,Kimberly Carter,447
3648,16-Oct-14,Dionis Lloyd,175
3649,11-Nov-14,Daniel Raglin,12
3650,12-Dec-14,Roy Skaria,13
3651,18-Mar-14,Philisse Overcash,24
3652,22-Nov-14,Benjamin Patterson,71
3653,23-Dec-14,Alex Grayson,183
3654,20-Nov-14,Anne Pryor,138
3655,4-Oct-14,Chuck Clark,463
3656,11-Aug-14,Ivan Liston,1646
3657,19-Mar-14,Barry Pond,33
3658,6-Oct-14,Todd Sumrall,5509
3659,4-Dec-14,Corinna Mitchell,522
3660,12-Nov-14,Catherine Glotzbach,18
3661,2-Dec-14,Alan Dominguez,917
3662,19-Dec-14,Harold Engle,129
3663,31-Dec-14,Patrick O'Donnell,467
3664,3-Jun-14,John Dryer,11
3665,4-Nov-14,Denise Leinenbach,41
3666,11-Jun-14,Ben Wallace,16
3667,20-Sep-14,Justin Ritter,698
3668,19-Nov-14,Maria Etezadi,20
3669,12-Nov-14,Max Ludwig,10
3670,3-Nov-14,Thomas Boland,3291
3671,30-Jun-14,Dan Reichenbach,695
3672,26-Mar-14,Filia McAdams,23
3673,9-Nov-14,Sharelle Roach,110
3674,27-Apr-14,Philisse Overcash,60
3675,15-May-14,Pauline Johnson,1418
3676,3-Dec-14,Max Engle,702
3677,11-Dec-14,Anthony Witt,321
3678,13-Jun-14,Lena Creighton,17
3679,23-Nov-14,Frank Olsen,36
3680,30-Aug-14,Cathy Prescott,78
3681,17-Sep-14,Jay Fein,74
3682,1-Oct-14,Cindy Chapman,165
3683,25-Oct-14,Carlos Soltero,12
3684,9-Sep-14,Frank Carlisle,220
3685,2-Jan-14,Steven Cartwright,474
3686,12-Sep-14,Cassandra Brandow,439
3687,28-Mar-14,Caroline Jumper,1875
3688,7-May-14,Mick Brown,818
3689,1-May-14,Quincy Jones,691
3690,30-May-14,Jesus Ocampo,24
3691,21-Jan-14,Tamara Manning,384
3692,7-Nov-14,Carol Darley,319
3693,11-Mar-14,Mick Hernandez,92
3694,1-Apr-14,Scott Cohen,34
3695,25-Sep-14,Brian Dahlen,254
3696,22-Aug-14,Dionis Lloyd,84
3697,4-Oct-14,Laurel Workman,21
3698,22-Dec-14,Sanjit Engle,124
3699,5-Apr-14,Darrin Sayre,401
3700,2-Dec-14,Erica Hernandez,168
3701,16-Aug-14,Bill Overfelt,50
3702,26-Sep-14,Katrina Willman,562
3703,15-Apr-14,Alan Barnes,118
3704,3-Sep-14,Ted Butterfield,238
3705,22-Jul-14,Pete Takahito,2
3706,10-Jul-14,Sean Miller,526
3707,24-Jan-14,Matt Connell,211
3708,25-Dec-14,Robert Marley,2970
3709,9-Dec-14,Delfina Latchford,434
3710,2-Dec-14,Dianna Vittorini,1020
3711,3-Apr-14,Amy Hunt,15
3712,23-Dec-14,Jeremy Pistek,8
3713,30-Jan-14,Bryan Davis,5
3714,22-Jul-14,Shaun Weien,292
3715,11-Aug-14,Steve Chapman,177
3716,4-Jun-14,Meg O'Connel,136
3717,2-Sep-14,Cynthia Arntzen,498
3718,2-Dec-14,Matthew Grinstein,8
3719,20-May-14,Adam Hart,342
3720,16-Sep-14,Alan Barnes,164
3721,29-May-14,Candace McMahon,483
3722,4-Jun-14,Saphhira Shifley,61
3723,7-May-14,Doug Bickford,84
3724,10-Feb-14,Sarah Bern,355
3725,2-Apr-14,Adam Shillingsburg,123
3726,22-Oct-14,Sara Luxemburg,1702
3727,3-Mar-14,Stewart Carmichael,19
3728,30-Jul-14,Gary McGarr,60
3729,4-Sep-14,Arthur Prichep,24
3730,23-Dec-14,Charlotte Melton,639
3731,16-Sep-14,Charles Crestani,32
3732,23-Apr-14,Bruce Degenhardt,675
3733,7-Oct-14,Mark Hamilton,309
3734,18-Jun-14,Ryan Akin,146
3735,24-Apr-14,Sean Christensen,155
3736,5-Aug-14,Harry Marie,3
3737,20-Nov-14,Richard Bierner,23
3738,2-Jun-14,Cynthia Voltz,54
3739,25-Nov-14,Frank Merwin,1447
3740,30-Dec-14,Ben Peterman,101
3741,21-Nov-14,Hunter Glantz,22
3742,26-Dec-14,Cynthia Voltz,42
3743,29-Aug-14,Sean Christensen,52
3744,3-Sep-14,Alan Hwang,1578
3745,1-Aug-14,Laurel Beltran,873
3746,30-Jun-14,Alex Avila,374
3747,27-Mar-14,Maria Zettner,20
3748,3-Jan-14,Trudy Schmidt,1323
3749,10-Sep-14,Sean O'Donnell,459
3750,21-Oct-14,Ed Braxton,950
3751,12-Mar-14,Max Jones,896
3752,15-Dec-14,Kelly Lampkin,205
3753,10-Mar-14,Karl Braun,511
3754,10-Sep-14,Sean Braxton,685
3755,11-Sep-14,Ken Heidel,85
3756,5-Sep-14,Eva Jacobs,421
3757,1-Oct-14,Cari Sayre,184
3758,5-Dec-14,Katrina Edelman,11
3759,3-Oct-14,Becky Pak,49
3760,15-Sep-14,Liz Thompson,71
3761,6-Mar-14,Pete Kriz,25
3762,5-Nov-14,Kelly Lampkin,1884
3763,3-Dec-14,Susan Vittorini,68
3764,3-May-14,Dorothy Dickinson,110
3765,2-Apr-14,Maribeth Schnelling,127
3766,25-Dec-14,Alan Hwang,1004
3767,10-Dec-14,Kalyca Meade,3
3768,19-Sep-14,Muhammed MacIntyre,29
3769,30-Sep-14,Michelle Ellison,51
3770,19-Mar-14,Scott Williamson,46
3771,22-Oct-14,Neil Knudson,18
3772,9-Dec-14,Luke Foster,219
3773,4-Nov-14,Paul Gonzalez,36
3774,25-Dec-14,Nick Crebassa,32
3775,8-Oct-14,Dean percer,1027
3776,25-Sep-14,Rose O'Brian,532
3777,11-Dec-14,Michael Chen,1670
3778,13-Jun-14,Maria Etezadi,544
3779,7-Mar-14,Don Weiss,68
3780,4-Dec-14,Chuck Sachs,239
3781,27-Jun-14,Dan Reichenbach,287
3782,11-Dec-14,Stephanie Ulpright,685
3783,8-Sep-14,Stefania Perrino,478
3784,12-Nov-14,Thomas Brumley,35
3785,24-Nov-14,Chris Selesnick,11
3786,31-Jan-14,Emily Burns,419
3787,14-May-14,Brian Moss,2229
3788,15-Jan-14,Sean O'Donnell,155
3789,13-Oct-14,Sean Miller,8
3790,24-Nov-14,Janet Molinari,316
3791,9-May-14,Maribeth Dona,48
3792,21-May-14,Allen Rosenblatt,41
3793,25-Apr-14,Damala Kotsonis,108
3794,12-Sep-14,Karen Ferguson,2089
3795,23-Dec-14,Chad McGuire,475
3796,12-Dec-14,Alejandro Savely,116
3797,5-Jun-14,Erin Mull,30
3798,4-Oct-14,Patrick O'Brill,33
3799,2-Apr-14,Nick Crebassa,5283
3800,8-Nov-14,Emily Phan,710
3801,9-Sep-14,Eugene Barchas,259
3802,13-Nov-14,Maria Bertelson,94
3803,13-Oct-14,Nora Paige,2258
3804,9-Jul-14,Vivek Gonzalez,75
3805,26-Nov-14,Rose O'Brian,1240
3806,4-Jun-14,Giulietta Dortch,1100
3807,27-Jan-14,Caroline Jumper,12
3808,21-Jul-14,Suzanne McNair,736
3809,7-Nov-14,Harry Greene,18
3810,21-Feb-14,Julie Prescott,20
3811,10-Feb-14,Marina Lichtenstein,21
3812,1-May-14,Nick Zandusky,23
3813,11-Apr-14,Dennis Bolton,386
3814,15-Oct-14,Ed Ludwig,38
3815,23-Dec-14,Jack Lebron,1090
3816,7-Jan-14,Dennis Pardue,34
3817,12-Nov-14,Tamara Dahlen,29
3818,9-Apr-14,Adrian Hane,440
3819,8-Sep-14,Justin MacKendrick,152
3820,26-Apr-14,Mick Brown,14
3821,14-Feb-14,Stewart Visinsky,36
3822,15-Oct-14,Berenike Kampe,46
3823,28-Jun-14,Greg Tran,20
3824,18-Aug-14,Adrian Hane,201
3825,21-Jun-14,Pauline Johnson,4
3826,28-Oct-14,Jim Mitchum,262
3827,28-Apr-14,Henry MacAllister,140
3828,19-Aug-14,Nicole Fjeld,323
3829,22-Sep-14,Rick Hansen,20
3830,21-Apr-14,Cynthia Voltz,478
3831,9-Oct-14,Barry Pond,43
3832,2-Jan-14,Janet Martin,955
3833,15-Dec-14,Ben Ferrer,1843
3834,28-May-14,Bart Watters,39
3835,1-May-14,Dionis Lloyd,63
3836,7-Aug-14,Gary Mitchum,1077
3837,21-Jan-14,Maris LaWare,12
3838,11-Sep-14,Skye Norling,763
3839,17-Mar-14,Matthew Grinstein,445
3840,15-Nov-14,Lindsay Williams,322
3841,10-Sep-14,Joy Daniels,29
3842,29-Sep-14,Sylvia Foulston,3
3843,13-May-14,Jonathan Howell,6
3844,3-Mar-14,Joseph Airdo,19
3845,2-Oct-14,Ken Heidel,7
3846,13-Aug-14,Dana Kaydos,1057
3847,9-Dec-14,Carl Weiss,593
3848,5-Sep-14,John Dryer,40
3849,23-Jan-14,Edward Hooks,23
3850,31-Oct-14,Ryan Akin,321
3851,5-Dec-14,Christy Brittain,62
3852,11-Dec-14,Chris Cortes,438
3853,13-Oct-14,Steve Nguyen,255
3854,8-Oct-14,Dean Braden,86
3855,8-Nov-14,Tony Sayre,462
3856,13-Mar-14,Guy Armstrong,40
3857,31-Oct-14,Mick Crebagga,481
3858,9-Sep-14,Roland Schwarz,117
3859,10-Nov-14,Brian Moss,3014
3860,3-Oct-14,Steve Chapman,37
3861,13-Oct-14,Matthew Grinstein,1172
3862,16-Jan-14,Sanjit Chand,13
3863,27-May-14,Bryan Mills,23
3864,15-Sep-14,Roger Barcio,1770
3865,20-Jan-14,Neola Schneider,1371
3866,23-May-14,Eric Hoffmann,68
3867,5-Dec-14,Chris Selesnick,12
3868,4-Nov-14,Don Jones,16
3869,25-Nov-14,Michael Dominguez,19
3870,20-May-14,Annie Thurman,97
3871,20-Sep-14,Adrian Barton,592
3872,14-Mar-14,Shahid Collister,523
3873,12-Dec-14,Richard Bierner,799
3874,20-Jun-14,Deborah Brumfield,464
3875,18-Feb-14,Julie Kriz,606
3876,1-Sep-14,Bart Watters,719
3877,13-Nov-14,Larry Blacks,27
3878,7-Feb-14,Skye Norling,30
3879,7-Nov-14,Maris LaWare,175
3880,16-Dec-14,Khloe Miller,274
3881,21-Nov-14,Sample Company A,28
3882,12-Nov-14,Meg Tillman,35
3883,21-Mar-14,Troy Blackwell,3
3884,22-Oct-14,Michael Dominguez,909
3885,2-Jan-14,Dennis Pardue,4
3886,1-May-14,Erin Ashbrook,10
3887,6-Aug-14,Nick Zandusky,151
3888,20-Jan-14,Dan Lawera,6
3889,6-Nov-14,Alan Haines,16
3890,10-Jan-14,Beth Paige,274
3891,14-Feb-14,Mark Hamilton,91
3892,7-Nov-14,Victoria Brennan,6
3893,1-Apr-14,David Smith,205
3894,25-Dec-14,Andy Reiter,18
3895,16-Oct-14,Marc Crier,15
3896,28-Aug-14,Sanjit Engle,6
3897,3-Dec-14,Giulietta Weimer,631
3898,3-Dec-14,Daniel Byrd,46
3899,8-Jul-14,Michael Paige,252
3900,26-Nov-14,Delfina Latchford,49
3901,31-Oct-14,Ross DeVincentis,205
3902,18-Dec-14,Dave Poirier,33
3903,23-Dec-14,Sandra Glassco,839
3904,14-Apr-14,Rob Williams,901
3905,27-Oct-14,Paul Gonzalez,26
3906,27-Nov-14,Frank Gastineau,152
3907,9-Nov-14,Kean Nguyen,274
3908,19-May-14,Brendan Murry,25
3909,9-Mar-14,Victoria Brennan,669
3910,22-Aug-14,Natalie Fritzler,866
3911,3-Mar-14,Ken Dana,108
3912,31-Jul-14,Tony Chapman,77
3913,11-Mar-14,Karen Seio,62
3914,17-Jun-14,Alejandro Ballentine,228
3915,26-Mar-14,Justin Deggeller,1987
3916,10-Sep-14,Arianne Irving,6
3917,23-Jun-14,Joe Kamberova,3
3918,27-Nov-14,Corey Catlett,265
3919,24-Mar-14,Bill Eplett,212
3920,1-Jan-14,Becky Pak,38
3921,15-Sep-14,Pamela Stobb,517
3922,22-Mar-14,Pauline Webber,64
3923,23-Oct-14,Marina Lichtenstein,64
3924,27-Sep-14,Sara Luxemburg,2
3925,5-Dec-14,Charles McCrossin,5
3926,24-Nov-14,Jennifer Patt,248
3927,19-Dec-14,Beth Paige,234
3928,31-Dec-14,Jill Matthias,3
3929,7-May-14,Gary Zandusky,55
3930,8-Aug-14,Jeremy Lonsdale,2563
3931,12-Jul-14,Joy Daniels,133
3932,9-May-14,Don Jones,128
3933,2-Oct-14,Ellis Ballard,644
3934,6-Dec-14,Patrick Bzostek,497
3935,27-Jun-14,Denny Blanton,526
3936,24-Apr-14,Greg Guthrie,17
3937,6-Nov-14,Anna Andreadi,13
3938,21-Jan-14,Cynthia Voltz,208
3939,31-Jan-14,Sam Zeldin,605
3940,27-Aug-14,Darren Powers,65
3941,2-Jun-14,Barry Weirich,325
3942,22-Nov-14,Henia Zydlo,55
3943,17-Nov-14,Lena Creighton,132
3944,3-Dec-14,Erin Smith,171
3945,12-Nov-14,Emily Phan,182
3946,11-Dec-14,Helen Andreada,14
3947,6-Oct-14,Ross Baird,64
